0,222.686,44.415
1,307.97,222.075
2,52.118,74.025
3,279.542,251.685
4,393.254,162.855
5,23.69,44.415
6,165.83,281.295
7,52.118,44.415
8,194.258,192.465
9,137.402,133.245
10,194.258,14.805
11,307.97,14.805
12,393.254,14.805
13,165.83,44.415
14,421.682,251.685
15,336.398,281.295
16,222.686,14.805
17,421.682,14.805
18,222.686,281.295
19,450.11,74.025
20,23.69,281.295
21,194.258,133.245
22,421.682,281.295
23,279.542,14.805
24,279.542,133.245
25,450.11,251.685
26,307.97,281.295
27,222.686,192.465
28,137.402,281.295
29,137.402,44.415
30,222.686,222.075
31,251.114,14.805
32,194.258,222.075
33,80.546,74.025
34,307.97,162.855
35,108.974,103.635
36,421.682,192.465
37,23.69,222.075
38,279.542,103.635
39,165.83,133.245
40,80.546,192.465
41,137.402,251.685
42,23.69,162.855
43,222.686,162.855
44,364.826,222.075
45,251.114,162.855
46,52.118,162.855
47,222.686,133.245
48,279.542,281.295
49,393.254,251.685
50,80.546,103.635
51,80.546,44.415
52,307.97,192.465
53,364.826,14.805
54,421.682,44.415
55,336.398,192.465
56,108.974,14.805
57,393.254,192.465
58,194.258,103.635
59,450.11,133.245
60,108.974,133.245
61,80.546,14.805
62,364.826,74.025
63,165.83,74.025
64,222.686,103.635
65,450.11,192.465
66,336.398,133.245
67,251.114,222.075
68,364.826,192.465
69,364.826,251.685
70,336.398,251.685
71,23.69,74.025
72,336.398,14.805
73,336.398,103.635
74,80.546,162.855
75,80.546,251.685
76,421.682,222.075
77,165.83,222.075
78,108.974,222.075
79,421.682,162.855
80,165.83,192.465
81,80.546,133.245
82,251.114,281.295
83,23.69,251.685
84,336.398,222.075
85,307.97,251.685
86,450.11,281.295
87,393.254,222.075
88,364.826,103.635
89,80.546,281.295
90,52.118,281.295
91,222.686,74.025
92,307.97,74.025
93,393.254,133.245
94,80.546,222.075
95,108.974,162.855
96,194.258,251.685
97,52.118,222.075
98,450.11,14.805
99,194.258,162.855
100,23.69,133.245
101,52.118,133.245
102,52.118,103.635
103,251.114,133.245
104,23.69,192.465
105,279.542,222.075
106,364.826,44.415
107,194.258,281.295
108,251.114,192.465
109,108.974,281.295
110,450.11,44.415
111,251.114,74.025
112,52.118,192.465
113,336.398,74.025
114,165.83,162.855
115,137.402,192.465
116,108.974,251.685
117,393.254,281.295
118,137.402,14.805
119,52.118,14.805
120,307.97,103.635
121,336.398,44.415
122,421.682,103.635
123,194.258,44.415
124,393.254,103.635
125,450.11,103.635
126,165.83,251.685
127,165.83,103.635
128,364.826,281.295
129,251.114,103.635
130,108.974,192.465
131,279.542,192.465
132,279.542,162.855
133,336.398,162.855
134,23.69,103.635
135,307.97,133.245
136,364.826,162.855
137,421.682,74.025
138,421.682,133.245
139,279.542,74.025
140,52.118,251.685
141,137.402,103.635
142,222.686,251.685
143,307.97,44.415
144,450.11,162.855
145,137.402,222.075
146,251.114,251.685
147,279.542,44.415
148,108.974,74.025
149,108.974,44.415
150,393.254,74.025
151,194.258,74.025
152,137.402,74.025
153,450.11,222.075
154,137.402,162.855
155,23.69,14.805
156,393.254,44.415
157,251.114,44.415
158,165.83,14.805
159,364.826,133.245
