0,251.114,74.025
1,165.83,192.465
2,450.11,162.855
3,393.254,14.805
4,194.258,133.245
5,251.114,133.245
6,165.83,74.025
7,23.69,251.685
8,450.11,192.465
9,165.83,133.245
10,52.118,74.025
11,137.402,251.685
12,421.682,192.465
13,336.398,251.685
14,421.682,14.805
15,165.83,103.635
16,336.398,222.075
17,364.826,281.295
18,165.83,281.295
19,194.258,192.465
20,108.974,103.635
21,307.97,162.855
22,80.546,162.855
23,450.11,44.415
24,137.402,162.855
25,23.69,14.805
26,137.402,192.465
27,222.686,192.465
28,23.69,74.025
29,80.546,44.415
30,108.974,14.805
31,450.11,281.295
32,222.686,251.685
33,222.686,222.075
34,52.118,222.075
35,194.258,14.805
36,165.83,44.415
37,421.682,103.635
38,307.97,44.415
39,251.114,192.465
40,364.826,133.245
41,108.974,222.075
42,421.682,222.075
43,307.97,103.635
44,307.97,251.685
45,393.254,162.855
46,421.682,133.245
47,393.254,44.415
48,336.398,74.025
49,80.546,222.075
50,251.114,103.635
51,165.83,222.075
52,364.826,14.805
53,393.254,251.685
54,194.258,162.855
55,222.686,281.295
56,364.826,222.075
57,52.118,44.415
58,393.254,74.025
59,279.542,14.805
60,251.114,14.805
61,194.258,44.415
62,279.542,162.855
63,52.118,14.805
64,23.69,281.295
65,336.398,44.415
66,421.682,74.025
67,393.254,103.635
68,52.118,192.465
69,108.974,162.855
70,137.402,44.415
71,251.114,251.685
72,23.69,133.245
73,336.398,133.245
74,364.826,251.685
75,450.11,74.025
76,393.254,133.245
77,279.542,74.025
78,222.686,14.805
79,251.114,281.295
80,450.11,14.805
81,222.686,133.245
82,450.11,103.635
83,108.974,192.465
84,279.542,281.295
85,251.114,44.415
86,364.826,44.415
87,222.686,103.635
88,421.682,162.855
89,194.258,74.025
90,251.114,222.075
91,80.546,192.465
92,23.69,192.465
93,137.402,103.635
94,222.686,44.415
95,52.118,251.685
96,307.97,281.295
97,194.258,281.295
98,450.11,133.245
99,279.542,222.075
100,279.542,192.465
101,421.682,281.295
102,80.546,103.635
103,137.402,133.245
104,307.97,74.025
105,450.11,222.075
106,307.97,192.465
107,364.826,103.635
108,336.398,103.635
109,108.974,281.295
110,364.826,162.855
111,279.542,103.635
112,108.974,44.415
113,364.826,192.465
114,80.546,281.295
115,364.826,74.025
116,108.974,251.685
117,336.398,162.855
118,23.69,44.415
119,393.254,281.295
120,80.546,14.805
121,336.398,192.465
122,421.682,44.415
123,52.118,281.295
124,137.402,281.295
125,222.686,162.855
126,165.83,162.855
127,23.69,222.075
128,279.542,251.685
129,137.402,14.805
130,194.258,103.635
131,23.69,103.635
132,165.83,14.805
133,108.974,74.025
134,194.258,222.075
135,307.97,222.075
136,80.546,74.025
137,279.542,44.415
138,108.974,133.245
139,393.254,192.465
140,137.402,74.025
141,52.118,103.635
142,450.11,251.685
143,279.542,133.245
144,336.398,281.295
145,23.69,162.855
146,52.118,162.855
147,393.254,222.075
148,52.118,133.245
149,80.546,133.245
150,336.398,14.805
151,251.114,162.855
152,307.97,133.245
153,80.546,251.685
154,194.258,251.685
155,307.97,14.805
156,222.686,74.025
157,137.402,222.075
158,165.83,251.685
159,421.682,251.685
