0,251.114,222.075
1,194.258,162.855
2,222.686,103.635
3,165.83,133.245
4,336.398,133.245
5,23.69,133.245
6,336.398,14.805
7,450.11,281.295
8,336.398,103.635
9,450.11,192.465
10,80.546,222.075
11,222.686,162.855
12,364.826,192.465
13,307.97,74.025
14,137.402,251.685
15,222.686,133.245
16,108.974,192.465
17,137.402,162.855
18,23.69,192.465
19,80.546,44.415
20,393.254,222.075
21,52.118,103.635
22,194.258,133.245
23,194.258,281.295
24,52.118,44.415
25,80.546,74.025
26,222.686,222.075
27,364.826,281.295
28,108.974,14.805
29,194.258,192.465
30,194.258,44.415
31,421.682,192.465
32,307.97,162.855
33,393.254,162.855
34,279.542,162.855
35,393.254,14.805
36,421.682,162.855
37,364.826,133.245
38,421.682,14.805
39,393.254,44.415
40,222.686,74.025
41,393.254,74.025
42,393.254,133.245
43,421.682,103.635
44,108.974,222.075
45,137.402,103.635
46,393.254,103.635
47,251.114,251.685
48,336.398,192.465
49,279.542,74.025
50,194.258,222.075
51,251.114,14.805
52,364.826,251.685
53,364.826,222.075
54,52.118,74.025
55,137.402,44.415
56,450.11,251.685
57,251.114,162.855
58,108.974,74.025
59,165.83,251.685
60,194.258,14.805
61,194.258,251.685
62,251.114,281.295
63,80.546,103.635
64,251.114,133.245
65,108.974,162.855
66,364.826,162.855
67,222.686,14.805
68,279.542,192.465
69,251.114,192.465
70,23.69,281.295
71,165.83,14.805
72,307.97,133.245
73,165.83,44.415
74,450.11,222.075
75,450.11,103.635
76,108.974,103.635
77,52.118,162.855
78,279.542,251.685
79,251.114,44.415
80,137.402,133.245
81,222.686,281.295
82,421.682,222.075
83,137.402,222.075
84,336.398,74.025
85,279.542,14.805
86,23.69,74.025
87,279.542,281.295
88,52.118,14.805
89,23.69,14.805
90,222.686,251.685
91,108.974,281.295
92,336.398,44.415
93,52.118,133.245
94,80.546,14.805
95,364.826,44.415
96,450.11,162.855
97,450.11,44.415
98,165.83,74.025
99,137.402,281.295
100,393.254,251.685
101,194.258,74.025
102,251.114,103.635
103,108.974,251.685
104,336.398,251.685
105,23.69,162.855
106,421.682,44.415
107,194.258,103.635
108,393.254,192.465
109,52.118,251.685
110,251.114,74.025
111,165.83,222.075
112,307.97,44.415
113,23.69,251.685
114,279.542,103.635
115,450.11,14.805
116,80.546,162.855
117,80.546,192.465
118,364.826,14.805
119,336.398,162.855
120,307.97,251.685
121,222.686,192.465
122,364.826,103.635
123,108.974,133.245
124,222.686,44.415
125,279.542,222.075
126,307.97,192.465
127,450.11,133.245
128,52.118,281.295
129,336.398,222.075
130,307.97,103.635
131,421.682,251.685
132,336.398,281.295
133,23.69,103.635
134,80.546,281.295
135,421.682,74.025
136,307.97,281.295
137,307.97,14.805
138,52.118,222.075
139,165.83,162.855
140,165.83,281.295
141,364.826,74.025
142,137.402,14.805
143,279.542,133.245
144,393.254,281.295
145,165.83,192.465
146,279.542,44.415
147,421.682,281.295
148,450.11,74.025
149,307.97,222.075
150,137.402,74.025
151,80.546,133.245
152,165.83,103.635
153,23.69,44.415
154,80.546,251.685
155,52.118,192.465
156,23.69,222.075
157,421.682,133.245
158,108.974,44.415
159,137.402,192.465
